ngram,count_all,count_high,share_all,share_high,lift_high_vs_all
꿈의 배터리 챙겼다,5,3,3.128656617421612e-05,0.00018240408585152307,5.830108834437891
배터리 챙겼다 삼성sdi,5,3,3.128656617421612e-05,0.00018240408585152307,5.830108834437891
챙겼다 삼성sdi 깜짝,5,3,3.128656617421612e-05,0.00018240408585152307,5.830108834437891
삼성sdi 깜짝 방문,5,3,3.128656617421612e-05,0.00018240408585152307,5.830108834437891
확대 mou 체결,5,3,3.128656617421612e-05,0.00018240408585152307,5.830108834437891
사우디 현대차와 자동차,7,4,4.380119264390256e-05,0.00024320544780203075,5.552484604226563
현대차와 자동차 생산,7,4,4.380119264390256e-05,0.00024320544780203075,5.552484604226563
자동차 생산 확대,7,4,4.380119264390256e-05,0.00024320544780203075,5.552484604226563
생산 확대 mou,7,4,4.380119264390256e-05,0.00024320544780203075,5.552484604226563
대주주 양도소득세 벌써,8,4,5.005850587874578e-05,0.00024320544780203075,4.858424028698243
양도소득세 벌써 18만,8,4,5.005850587874578e-05,0.00024320544780203075,4.858424028698243
벌써 18만 돌파했습니다,8,4,5.005850587874578e-05,0.00024320544780203075,4.858424028698243
18만 돌파했습니다 청원,8,4,5.005850587874578e-05,0.00024320544780203075,4.858424028698243
돌파했습니다 청원 동참해주십시오,8,4,5.005850587874578e-05,0.00024320544780203075,4.858424028698243
우리모두 살아서 일상으로,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
살아서 일상으로 돌아,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
일상으로 돌아 갑시다,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
어차피 식물총장이니 자리나,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
식물총장이니 자리나 지켜라,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
자리나 지켜라 야비하고,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
지켜라 야비하고 지저분한,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
야비하고 지저분한 비아냥,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
지저분한 비아냥 아니겠나,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
비아냥 아니겠나 레기,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
아니겠나 레기 녀석,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
레기 녀석 범죄,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
녀석 범죄 합하면,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
범죄 합하면 징역,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
합하면 징역 몇년,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
징역 몇년 쯤이,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
몇년 쯤이 적정할까,6,3,3.7543879409059336e-05,0.00018240408585152307,4.858424028698243
벌써 컨셉카 까지,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
노리는 이유 우리가,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
이유 우리가 이번에,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
우리가 이번에 번만,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
이번에 번만 이기면,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
한국은 우리 손가락,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
우리 손가락 혁명단,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
푸틴 우크라 점령지,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
우크라 점령지 병합,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
점령지 병합 선언,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
병합 선언 러에,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
선언 러에 4개,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
러에 4개 지역,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
4개 지역 새로,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
지역 새로 생겼다,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
치료제 좋은 소식,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
속보 사우디 현대차와,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
필독 5월 2일,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
5월 2일 개장전,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
2일 개장전 팁하나,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
개장전 팁하나 알려드립니다,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
개미들 보거라 속보다,4,2,2.502925293937289e-05,0.00012160272390101538,4.858424028698243
공매도에 없는 것은,9,4,5.631581911358901e-05,0.00024320544780203075,4.31859913662066
없는 것은 주식이,9,4,5.631581911358901e-05,0.00024320544780203075,4.31859913662066
것은 주식이 아니라,9,4,5.631581911358901e-05,0.00024320544780203075,4.31859913662066
주식이 아니라 합리적인,9,4,5.631581911358901e-05,0.00024320544780203075,4.31859913662066
아니라 합리적인 제도이다,9,4,5.631581911358901e-05,0.00024320544780203075,4.31859913662066
youtu be rqto1ubmeig긴급,7,3,4.380119264390256e-05,0.00018240408585152307,4.164363453169922
be rqto1ubmeig긴급 뉴스,7,3,4.380119264390256e-05,0.00018240408585152307,4.164363453169922
rqto1ubmeig긴급 뉴스 대장동,7,3,4.380119264390256e-05,0.00018240408585152307,4.164363453169922
뉴스 대장동 진실,7,3,4.380119264390256e-05,0.00018240408585152307,4.164363453169922
전액 몰수 방안,7,3,4.380119264390256e-05,0.00018240408585152307,4.164363453169922
몰수 방안 발표,7,3,4.380119264390256e-05,0.00018240408585152307,4.164363453169922
집안 가재도구 형이다,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
민주당은 오직 김일성,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
오직 김일성 김정일,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
김일성 김정일 김정은만을,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
김정일 김정은만을 사랑하는,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
김정은만을 사랑하는 주사파,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
사랑하는 주사파 정당입니다,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
번만 이기면 한국은,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
이기면 한국은 우리,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
일론 머스크는 인텔을,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
80 만주 교환,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
사드추가배치 윤공약 관련주,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
윤공약 관련주 급락주의,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
사우디에서 청정수소에 1조,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
청정수소에 1조 리얄,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
1조 리얄 투자한다,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
유가 윤에게 개식용에,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
내란수괴 파면 탄원,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
파면 탄원 온라인서명,5,2,3.128656617421612e-05,0.00012160272390101538,3.8867392229585938
현금 100조를 대기중인,34,13,0.0002127486499846696,0.0007904177053566,3.715265433710421
9월 이후 한국증시,18,6,0.00011263163822717802,0.00036480817170304614,3.2389493524654953
이후 한국증시 많이,18,6,0.00011263163822717802,0.00036480817170304614,3.2389493524654953
한국증시 많이 좋을,18,6,0.00011263163822717802,0.00036480817170304614,3.2389493524654953
많이 좋을 이유,18,6,0.00011263163822717802,0.00036480817170304614,3.2389493524654953
좋을 이유 5줄,18,6,0.00011263163822717802,0.00036480817170304614,3.2389493524654953
이유 5줄 요약,18,6,0.00011263163822717802,0.00036480817170304614,3.2389493524654953
5줄 요약 txt,18,6,0.00011263163822717802,0.00036480817170304614,3.2389493524654953
금투세 무기한 유예거론됨,9,3,5.631581911358901e-05,0.00018240408585152307,3.2389493524654953
무기한 유예거론됨 txt,9,3,5.631581911358901e-05,0.00018240408585152307,3.2389493524654953
한국 노리는 이유,6,2,3.7543879409059336e-05,0.00012160272390101538,3.2389493524654953
문재인 사랑하고 고맙읍니다,6,2,3.7543879409059336e-05,0.00012160272390101538,3.2389493524654953
청와대 공매금지 국민청원,6,2,3.7543879409059336e-05,0.00012160272390101538,3.2389493524654953
이겨야만 금투세 폐지,6,2,3.7543879409059336e-05,0.00012160272390101538,3.2389493524654953
원희룡x윤석열 주식 양도세,6,2,3.7543879409059336e-05,0.00012160272390101538,3.2389493524654953
주식 양도세 전면,6,2,3.7543879409059336e-05,0.00012160272390101538,3.2389493524654953
양도세 전면 폐지,6,2,3.7543879409059336e-05,0.00012160272390101538,3.2389493524654953
내일 월욜 일동,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
월욜 일동 떡락한다에,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
한국비엔씨가 작전주인 이유,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
도저히 불안해서 잠이,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
불안해서 잠이 안오네요,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
이화그룹 사태 뉴스를,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
사태 뉴스를 추려봤습니다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
뉴스를 추려봤습니다 모르시는,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
추려봤습니다 모르시는 분들을,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
모르시는 분들을 위해서,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
수밖에 없는 이유,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
주식 30년차의 월요일,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
30년차의 월요일 주가,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
월요일 주가 분석,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
먹는 치료제 좋은,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
좋은 소식 송코영신,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
소식 송코영신 합시다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
주린인데 셀트리온 지금,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
셀트리온 지금 너무,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
지금 너무 비싼거같아서,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
knav 티웨이 주식고수,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
티웨이 주식고수 knav,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
주식고수 knav 입니다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
이미 포홀은 하락추세에,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
포홀은 하락추세에 들어섰다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
중국이 물량 가져갔다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
물량 가져갔다 진단,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
가져갔다 진단 시약,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
진단 시약 부족,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
시약 부족 우려,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
램시마가 일냈군요 연상,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
일냈군요 연상 뉴스네여,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
치사율 4프로면 항국도,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
4프로면 항국도 나올때가,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
항국도 나올때가 는데,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
필독 향후 주가,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
코스피 5000 시대,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
5000 시대 반드시,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
시대 반드시 지키겠습니다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
반드시 지키겠습니다 저평가,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
no less competitive,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
이제 2차 상승,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
2차 상승 터지겠네,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
낼은 10000퍼 하락,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
단독 돈에 손대면,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
돈에 손대면 죽어,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
손대면 죽어 원영식,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
죽어 원영식 녹취,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
원영식 녹취 경영,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
녹취 경영 개입,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
경영 개입 정황,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
내일 상한가 미리,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
14년 기다린 베트남,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
기다린 베트남 숙원,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
베트남 숙원 94조,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
숙원 94조 투자,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
94조 투자 승인,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
변수 마스크 늦게,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
마스크 늦게 벗나,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
늦게 벗나 우리,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
벗나 우리 일정대로,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
우리 일정대로 가기,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
일정대로 가기 위해,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
가기 위해 대중,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
위해 대중 방역,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
대중 방역 강화한것,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
새해 많이 받으시고,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
오늘 대차 상환,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
태영호 분석이 맞다면,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
분석이 맞다면 향후,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
노티스 막판 시간외,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
막판 시간외 14만주,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
시간외 14만주 넘게,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
14만주 넘게 대량거래,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
넘게 대량거래 대폭하락,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
청원 쫌만 냅시다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
아까까진 탑텐순위에서 보였는데,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
폴란드 부총리 원전,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
부총리 원전 본계약,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
단독 모더나 백신,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
모더나 백신 gc녹십자가,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
백신 gc녹십자가 위탁생산한다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
금투세 전면 폐지,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
얼마나 심각한 상황인지,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
문죄인 업적 코로나,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
업적 코로나 수입국에서,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
코로나 수입국에서 수출국으로,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
케이비23호 미국유사기업 시총,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
미국유사기업 시총 6조원,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
오늘 미국장 정도,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
미국장 정도 하락한다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
중국gem 합작사 에코멀티가,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
합작사 에코멀티가 악재,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
제조과정과 길리어드의 api,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
게시물의 답글 회사에,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
lg 휴먼로이드 로봇,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
휴먼로이드 로봇 개발,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
로봇 개발 11월,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
개발 11월 공개,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
이미 인도네시아에 수출하고,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
인도네시아에 수출하고 있다는,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
수출하고 있다는 내용입니다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
테슬라급 성능인데 1300만원,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
어느 조선족의 고백,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
검사 감사원 까지,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
탄핵 이재명 무죄,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
이재명 무죄 선고한,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
무죄 선고한 김동현,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
선고한 김동현 판사는,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
김동현 판사는 전남,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
판사는 전남 장성,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
전남 장성 출신,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
장성 출신 전교조,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
출신 전교조 북한사상교육,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
youtube com watch,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
마스크 의료용품 수출규제완화,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
의료용품 수출규제완화 국민청원,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
오늘 공매도 물량,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
밀리는 것이 문제가,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
것이 문제가 아니다,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
혈액암 치료 성공,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
kbs mbc sbs,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
개미만 바글 바글,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
ev는 top3 동시사업,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
top3 동시사업 반도체,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
동시사업 반도체 90년대후,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
반도체 90년대후 전무후무,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
90년대후 전무후무 명기,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
위믹스3 메인넷 10월,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
메인넷 10월 20일,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
10월 20일 론칭,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
지금 보아야 하는것들,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
힘든 1월을 보내겠지만,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
1월을 보내겠지만 이후,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
보내겠지만 이후 확산세가,3,1,1.8771939704529668e-05,6.080136195050769e-05,3.2389493524654953
